Time,Mx,My,Mz,Vx,Vy,Vz
1758119715.2730312,130.82200000000003,-133.233,-100.29499999999999,17,-15,-11
1758119718.3482654,131.02800000000002,-132.92800000000003,-92.232,17,-15,-10
1758119721.4160597,130.779,-132.55600000000004,-83.56,17,-15,-9
1758119724.4863389,130.81400000000002,-132.51600000000002,-74.44300000000001,17,-15,-8
1758119727.5542166,130.65,-132.33499999999998,-65.476,17,-15,-7
1758119730.6234107,130.64499999999998,-132.176,-57.387,17,-15,-6
1758119733.6917772,131.135,-131.63600000000002,-49.369,17,-15,-5
1758119736.7641165,130.79200000000003,-131.773,-40.843,17,-15,-4
1758119739.8303685,130.86200000000002,-131.305,-31.3,17,-15,-3
1758119742.9125092,130.92,-131.23200000000003,-23.310000000000002,17,-15,-2
1758119745.9853683,131.04799999999997,-131.268,-15.028,17,-15,-1
1758119749.0526476,130.911,-130.836,-6.358,17,-15,0
1758119752.110817,130.99399999999997,-130.37099999999998,0.24899999999999994,17,-15,1
1758119755.1764805,131.068,-130.315,7.948,17,-15,2
1758119758.2596707,131.137,-130.086,15.708000000000002,17,-15,3
1758119761.3284552,131.12899999999996,-130.05100000000002,24.817999999999998,17,-15,4
1758119764.401329,131.28500000000003,-129.853,32.727000000000004,17,-15,5
1758119767.468266,131.29000000000002,-129.278,40.63,17,-15,6
1758119770.5390522,131.199,-128.757,49.19,17,-15,7
1758119773.6093855,131.14600000000002,-128.77,57.17999999999999,17,-15,8
1758119776.6762636,131.363,-128.531,65.288,17,-15,9
1758119779.7444327,131.515,-128.242,73.672,17,-15,10
1758119782.8143373,131.537,-127.91900000000003,81.517,17,-15,11
1758119785.882601,131.628,-127.64799999999998,90.24499999999999,17,-15,12
1758119788.9533112,131.752,-127.55699999999999,96.24000000000001,17,-15,13
1758119792.024298,132.02700000000002,-127.05200000000002,106.64599999999999,17,-15,14
1758119795.0941238,131.825,-126.77799999999999,114.22900000000001,17,-15,15
1758119798.180951,131.744,-126.53,121.696,17,-15,16
1758119801.2485943,131.697,-126.24299999999998,131.84499999999997,17,-15,17
1758119804.316367,132.03,-126.085,139.102,17,-15,18
1758119807.387343,132.402,-126.022,147.77499999999998,17,-15,19
1758119810.4530606,132.369,-125.80999999999999,156.97099999999998,17,-15,20
1758119813.5401244,130.303,-129.19699999999997,-178.977,17,-14,-20
1758119816.5974908,130.505,-128.8,-169.844,17,-14,-19
1758119819.67862,130.061,-128.63899999999998,-161.404,17,-14,-18
1758119822.7512815,130.606,-128.391,-152.502,17,-14,-17
1758119825.8249915,130.70300000000003,-128.22,-143.977,17,-14,-16
1758119828.887902,130.685,-128.034,-136.19899999999998,17,-14,-15
