Time,Bx (µT),By (µT),Bz (µT),Vx,Vy,Vz
1757632017.3897166,-112.446,-147.503,-176.67,-15,-20,-20
1757632020.4492571,-112.377,-147.661,-168.42299999999997,-15,-20,-19
1757632023.5253801,-112.079,-147.29699999999997,-160.1,-15,-20,-18
1757632026.598013,-112.04199999999999,-147.35399999999998,-151.35399999999998,-15,-20,-17
1757632029.6714394,-112.12,-147.092,-142.81599999999997,-15,-20,-16
1757632032.7459188,-111.84899999999998,-146.88900000000004,-134.59400000000002,-15,-20,-15
1757632035.8208961,-111.843,-146.91699999999997,-126.30700000000002,-15,-20,-14
1757632038.8912,-111.90299999999999,-146.638,-117.66900000000001,-15,-20,-13
1757632041.965676,-111.98999999999998,-146.398,-109.55699999999999,-15,-20,-12
1757632045.0244114,-112.13899999999998,-146.309,-100.924,-15,-20,-11
1757632048.001403,-100.042,-145.821,-92.54799999999999,-15,-20,-10
1757632051.072389,-111.877,-145.68099999999998,-84.189,-15,-20,-9
1757632054.1457725,-111.95599999999999,-145.31400000000002,-74.955,-15,-20,-8
1757632057.20225,-111.83599999999998,-144.921,-66.55999999999999,-15,-20,-7
1757632060.178524,-99.97200000000001,-144.644,-57.83299999999999,-15,-20,-6
1757632063.253447,-111.928,-144.424,-49.614999999999995,-15,-20,-5
1757632066.327788,-111.84400000000001,-144.294,-41.269000000000005,-15,-20,-4
1757632069.3842738,-111.68599999999999,-143.99499999999998,-32.747,-15,-20,-3
1757632072.461276,-111.47,-143.68099999999998,-24.375999999999998,-15,-20,-2
1757632075.5372798,-111.553,-143.44500000000002,-16.598,-15,-20,-1
1757632078.597479,-111.08699999999999,-143.355,-7.861,-15,-20,0
1757632081.668868,-111.11299999999999,-143.042,-0.512,-15,-20,1
1757632084.730013,-111.50899999999999,-142.637,6.516,-15,-20,2
1757632087.7091715,-94.82300000000001,-142.327,15.229,-15,-20,3
1757632090.7844822,-110.96200000000002,-142.01399999999998,23.383000000000003,-15,-20,4
1757632093.844705,-111.127,-141.596,31.65,-15,-20,5
1757632096.9192126,-110.98700000000001,-141.704,40.125,-15,-20,6
1757632099.9921725,-111.027,-141.32,49.001999999999995,-15,-20,7
1757632103.064989,-111.08,-141.09099999999998,56.391999999999996,-15,-20,8
1757632106.1250854,-110.75999999999999,-140.86200000000002,65.067,-15,-20,9
1757632109.2047508,-111.08200000000002,-140.76600000000002,74.42699999999999,-15,-20,10
1757632112.2659292,-111.08099999999999,-140.613,83.053,-15,-20,11
1757632115.2425756,-99.656,-140.57699999999997,91.16600000000001,-15,-20,12
1757632118.3179958,-110.55700000000002,-140.315,99.932,-15,-20,13
1757632121.3932228,-110.81700000000001,-139.98600000000002,108.747,-15,-20,14
1757632124.4662063,-110.732,-139.421,116.772,-15,-20,15
1757632127.5223377,-110.82299999999998,-139.324,125.35,-15,-20,16
1757632130.5983622,-110.904,-139.186,134.243,-15,-20,17
1757632133.6742172,-110.494,-139.17799999999997,142.508,-15,-20,18
1757632136.7482176,-110.20400000000002,-138.59499999999997,150.856,-15,-20,19
1757632139.8184996,-110.38600000000001,-138.41000000000003,159.552,-15,-20,20
1757632142.8906946,-112.34100000000001,-141.941,-175.41299999999998,-15,-19,-20
1757632145.9612575,-112.122,-142.1,-166.602,-15,-19,-19
1757632149.034755,-111.953,-141.695,-158.599,-15,-19,-18
1757632152.1079261,-111.83599999999998,-141.872,-150.11399999999998,-15,-19,-17
1757632155.1830673,-111.98599999999999,-141.453,-141.912,-15,-19,-16
1757632158.2447646,-111.77799999999999,-141.21800000000002,-133.97200000000004,-15,-19,-15
1757632161.322309,-111.81200000000001,-140.60999999999999,-125.81799999999998,-15,-19,-14
1757632164.3967597,-111.83500000000001,-140.36599999999999,-116.763,-15,-19,-13
1757632167.47063,-111.924,-139.941,-108.71499999999999,-15,-19,-12
1757632170.5297627,-111.923,-139.81400000000002,-100.232,-15,-19,-11
1757632173.6017692,-111.89000000000001,-139.399,-92.254,-15,-19,-10
1757632176.5773196,-99.712,-139.002,-84.49499999999998,-15,-19,-9
1757632179.651513,-111.76799999999999,-138.869,-75.362,-15,-19,-8
1757632182.713351,-111.396,-138.72999999999996,-67.18,-15,-19,-7
1757632185.7906501,-111.43199999999999,-138.499,-58.738,-15,-19,-6
1757632188.8504555,-111.376,-138.119,-50.099999999999994,-15,-19,-5
1757632191.9217691,-111.151,-137.839,-41.337999999999994,-15,-19,-4
1757632194.9956548,-111.49499999999998,-137.71,-32.209,-15,-19,-3
1757632198.0701187,-111.478,-137.44500000000002,-24.561999999999998,-15,-19,-2
1757632201.1403174,-111.471,-136.93900000000002,-15.892,-15,-19,-1
1757632204.2153647,-111.282,-136.747,-7.425,-15,-19,0
1757632207.26981,-111.33099999999999,-136.636,0.132,-15,-19,1
1757632210.2491648,-94.67800000000001,-136.506,8.803,-15,-19,2
1757632213.323057,-111.149,-136.314,17.17,-15,-19,3
1757632216.3817356,-111.06700000000001,-136.02,25.355,-15,-19,4
1757632219.453109,-110.915,-135.796,34.038999999999994,-15,-19,5
1757632222.52956,-110.66,-135.565,41.732,-15,-19,6
1757632225.5906646,-110.90900000000002,-135.002,50.773,-15,-19,7
1757632228.5739582,-98.821,-134.85899999999998,58.898,-15,-19,8
1757632231.633605,-110.511,-134.59,67.22,-15,-19,9
1757632234.7050097,-110.73299999999999,-134.184,75.662,-15,-19,10
1757632237.781014,-110.92999999999999,-133.83999999999997,84.26,-15,-19,11
1757632240.8441556,-111.0,-133.80399999999997,92.49699999999999,-15,-19,12
1757632243.9191928,-110.66100000000002,-133.686,100.85,-15,-19,13
1757632246.9936185,-110.74000000000001,-133.287,108.897,-15,-19,14
1757632250.0680475,-110.622,-132.95700000000002,117.26799999999999,-15,-19,15
1757632253.1428792,-110.37899999999999,-132.88,125.76200000000003,-15,-19,16
1757632256.2035341,-110.40800000000002,-132.60399999999998,134.76799999999997,-15,-19,17
1757632259.2780375,-110.19699999999997,-132.43200000000002,142.823,-15,-19,18
1757632262.3513246,-110.13200000000002,-131.933,151.08099999999996,-15,-19,19
1757632265.425869,-109.86200000000001,-131.463,159.35399999999998,-15,-19,20
1757632268.5013006,-111.71200000000002,-135.227,-175.965,-15,-18,-20
1757632271.5618646,-111.76500000000001,-134.9,-167.447,-15,-18,-19
1757632274.6374743,-111.80699999999999,-134.357,-158.55599999999998,-15,-18,-18
1757632277.7149885,-111.739,-134.21999999999997,-150.91500000000002,-15,-18,-17
1757632280.789446,-111.66000000000001,-134.132,-142.648,-15,-18,-16
1757632283.8638709,-111.79099999999998,-133.98399999999998,-134.34,-15,-18,-15
1757632286.937794,-111.53500000000001,-133.45199999999997,-125.81300000000002,-15,-18,-14
1757632289.9978297,-111.994,-133.48999999999998,-117.32699999999997,-15,-18,-13
1757632293.074901,-111.76599999999999,-133.238,-108.97199999999998,-15,-18,-12
1757632296.1456919,-111.68000000000002,-132.94100000000003,-100.49299999999998,-15,-18,-11
1757632299.221585,-111.619,-132.637,-91.749,-15,-18,-10
1757632302.2819111,-111.37899999999999,-132.505,-83.979,-15,-18,-9
1757632305.3547919,-111.78,-132.243,-75.324,-15,-18,-8
1757632308.4292014,-111.619,-131.841,-67.00500000000001,-15,-18,-7
1757632311.5035033,-111.208,-131.51999999999998,-58.31500000000001,-15,-18,-6
1757632314.5759552,-111.401,-131.18099999999998,-50.08400000000001,-15,-18,-5
1757632317.635126,-111.08899999999998,-131.106,-41.407999999999994,-15,-18,-4
1757632320.7102294,-111.071,-130.68099999999998,-33.503,-15,-18,-3
1757632323.782958,-111.21600000000001,-130.62000000000003,-25.040000000000003,-15,-18,-2
1757632326.8537636,-111.19800000000001,-130.378,-16.145,-15,-18,-1
1757632329.927765,-110.952,-130.026,-7.931,-15,-18,0
1757632332.9847872,-111.36200000000001,-129.85000000000002,-0.026999999999999975,-15,-18,1
1757632336.0594585,-110.832,-129.545,8.093,-15,-18,2
1757632339.1341486,-111.005,-129.26600000000002,15.920000000000005,-15,-18,3
1757632342.195317,-110.90899999999999,-128.836,23.718,-15,-18,4
1757632345.2708397,-110.83900000000001,-128.672,32.108999999999995,-15,-18,5
1757632348.3478138,-110.579,-128.41,40.041,-15,-18,6
1757632351.4223282,-110.56300000000002,-128.30900000000003,48.348000000000006,-15,-18,7
1757632354.483959,-110.62,-127.91099999999999,56.678,-15,-18,8
1757632357.5563257,-110.38700000000001,-127.70900000000002,64.268,-15,-18,9
1757632360.618976,-110.33800000000001,-127.50699999999999,72.72900000000001,-15,-18,10
1757632363.5981789,-99.03299999999999,-127.46499999999999,81.301,-15,-18,11
1757632366.6608145,-110.8,-126.99099999999996,90.35400000000001,-15,-18,12
1757632369.738834,-110.157,-126.91800000000003,99.327,-15,-18,13
1757632372.8112257,-110.33300000000001,-126.273,107.441,-15,-18,14
1757632375.8703747,-110.40599999999999,-125.89499999999998,115.58999999999999,-15,-18,15
1757632378.8469882,-98.60799999999999,-125.773,123.70599999999999,-15,-18,16
1757632381.9254947,-109.897,-126.13399999999999,132.18,-15,-18,17
1757632384.9831104,-109.96,-126.11099999999999,140.811,-15,-18,18
1757632387.9633443,-99.075,-125.53099999999999,149.65000000000003,-15,-18,19
1757632391.0357258,-109.941,-125.221,157.92399999999998,-15,-18,20
1757632394.1087217,-111.69199999999998,-128.706,-176.357,-15,-17,-20
1757632397.1829731,-111.55,-128.807,-168.106,-15,-17,-19
1757632400.2554064,-111.21900000000001,-128.52900000000002,-159.12,-15,-17,-18
1757632403.3292887,-111.529,-128.36899999999997,-150.87400000000002,-15,-17,-17
1757632406.4013095,-111.343,-128.32200000000003,-142.73700000000002,-15,-17,-16
1757632409.4603074,-111.458,-127.975,-134.85399999999998,-15,-17,-15
1757632412.5359457,-111.29,-127.67699999999999,-126.50100000000002,-15,-17,-14
1757632415.606449,-111.397,-127.672,-118.51599999999999,-15,-17,-13
1757632418.6786356,-111.239,-127.18400000000001,-109.708,-15,-17,-12
1757632421.7525582,-111.14000000000001,-126.76500000000001,-101.157,-15,-17,-11
1757632424.8218625,-111.268,-126.36099999999999,-93.176,-15,-17,-10
1757632427.899802,-111.335,-126.23799999999999,-84.989,-15,-17,-9
1757632430.9731922,-110.939,-125.798,-75.854,-15,-17,-8
1757632434.0455437,-111.26000000000002,-125.60500000000002,-68.072,-15,-17,-7
1757632437.103231,-111.18499999999999,-125.526,-59.37299999999999,-15,-17,-6
1757632440.1752584,-111.275,-125.449,-50.722,-15,-17,-5
1757632443.2546349,-111.50699999999999,-125.21700000000001,-42.67700000000001,-15,-17,-4
1757632446.312724,-111.05699999999999,-124.796,-34.029999999999994,-15,-17,-3
1757632449.2893865,-99.47900000000001,-124.575,-25.834000000000003,-15,-17,-2
1757632452.3668282,-110.869,-124.545,-17.145,-15,-17,-1
1757632455.428056,-110.55099999999997,-124.08699999999999,-8.895999999999999,-15,-17,0
1757632458.5024416,-110.944,-123.81099999999999,-1.6669999999999998,-15,-17,1
1757632461.5651786,-111.16600000000001,-123.671,6.890000000000001,-15,-17,2
1757632464.642123,-111.02500000000002,-123.518,14.645,-15,-17,3
1757632467.700626,-111.01100000000001,-123.03500000000001,22.720000000000002,-15,-17,4
1757632470.680981,-99.59299999999999,-122.782,30.462,-15,-17,5
1757632473.7550216,-110.724,-122.304,38.885000000000005,-15,-17,6
1757632476.811993,-110.96,-121.901,47.434000000000005,-15,-17,7
1757632479.88289,-110.84200000000001,-122.08100000000002,55.529999999999994,-15,-17,8
1757632482.9568572,-110.95899999999999,-121.984,64.75500000000001,-15,-17,9
1757632486.0266306,-110.59700000000001,-121.595,72.824,-15,-17,10
1757632489.102561,-110.55700000000002,-121.24799999999998,81.224,-15,-17,11
1757632492.1786456,-110.64099999999999,-120.74699999999999,89.708,-15,-17,12
1757632495.2356615,-110.55199999999999,-120.68799999999999,98.373,-15,-17,13
1757632498.3089776,-110.46099999999998,-120.26399999999998,107.28199999999997,-15,-17,14
1757632501.3828928,-110.51200000000001,-120.20800000000001,115.37,-15,-17,15
1757632504.4594111,-110.39500000000001,-120.08400000000002,124.05199999999999,-15,-17,16
1757632507.5328526,-110.35500000000002,-119.56499999999998,132.30800000000002,-15,-17,17
1757632510.6087809,-110.612,-119.24999999999997,140.38799999999998,-15,-17,18
1757632513.6674058,-110.43699999999998,-119.04800000000003,149.08800000000002,-15,-17,19
1757632516.74185,-110.154,-118.85499999999999,157.84500000000003,-15,-17,20
1757632519.8152914,-111.957,-122.01399999999998,-176.825,-15,-16,-20
1757632522.8913012,-112.06599999999999,-122.31999999999998,-168.677,-15,-16,-19
1757632525.9652858,-112.26799999999999,-122.15299999999999,-160.46200000000002,-15,-16,-18
1757632529.0393546,-111.98300000000002,-121.852,-152.395,-15,-16,-17
1757632532.1124554,-111.953,-121.23299999999999,-143.90699999999998,-15,-16,-16
1757632535.1706574,-111.59299999999999,-121.06400000000001,-135.23200000000003,-15,-16,-15
1757632538.2446272,-111.61800000000001,-120.924,-126.81899999999999,-15,-16,-14
1757632541.320524,-111.78899999999999,-120.66400000000002,-118.75899999999999,-15,-16,-13
1757632544.3980234,-111.715,-120.447,-110.25899999999999,-15,-16,-12
1757632547.469329,-111.43500000000002,-120.319,-101.67699999999999,-15,-16,-11
1757632550.54025,-111.798,-119.90600000000002,-93.638,-15,-16,-10
1757632553.597786,-111.345,-119.75,-84.553,-15,-16,-9
1757632556.6747806,-111.609,-119.143,-75.80100000000002,-15,-16,-8
1757632559.748737,-111.65600000000002,-119.15700000000001,-67.81,-15,-16,-7
1757632562.82256,-111.21,-118.694,-58.89399999999999,-15,-16,-6
1757632565.8791516,-111.49100000000001,-118.404,-50.583999999999996,-15,-16,-5
1757632568.854833,-100.044,-118.36999999999998,-42.427,-15,-16,-4
1757632571.9287548,-111.24799999999998,-118.38000000000002,-33.998000000000005,-15,-16,-3
1757632575.0021338,-111.487,-117.896,-25.439,-15,-16,-2
1757632578.0627635,-111.473,-117.75400000000002,-17.000999999999998,-15,-16,-1
1757632581.1342316,-111.51400000000001,-117.34299999999999,-8.575,-15,-16,0
1757632584.2076125,-111.28799999999998,-117.252,-0.641,-15,-16,1
1757632587.2688248,-111.328,-117.25999999999999,7.019999999999999,-15,-16,2
1757632590.344484,-111.30999999999999,-117.056,15.375,-15,-16,3
1757632593.3148608,-99.93000000000002,-116.662,23.159000000000002,-15,-16,4
1757632596.3877695,-111.13499999999999,-116.63300000000001,31.434999999999995,-15,-16,5
1757632599.4493663,-110.958,-116.16199999999999,39.855000000000004,-15,-16,6
1757632602.425891,-99.889,-116.00899999999999,48.468,-15,-16,7
1757632605.4885447,-110.572,-115.58699999999999,56.892999999999994,-15,-16,8
1757632608.469297,-99.65100000000001,-115.61399999999999,65.29299999999999,-15,-16,9
1757632611.5446332,-111.01499999999999,-115.19200000000001,73.49000000000001,-15,-16,10
1757632614.6069255,-110.76800000000003,-115.08299999999997,81.54400000000001,-15,-16,11
1757632617.6687014,-110.809,-114.71799999999999,90.36300000000001,-15,-16,12
1757632620.7445946,-110.708,-114.651,98.41600000000001,-15,-16,13
1757632623.8210757,-110.647,-114.171,107.24600000000001,-15,-16,14
1757632626.8934286,-110.49099999999999,-113.72700000000002,115.95600000000002,-15,-16,15
1757632629.966808,-110.33399999999999,-113.633,124.25,-15,-16,16
1757632633.0310388,-110.602,-113.386,132.918,-15,-16,17
1757632636.1067138,-110.53399999999999,-113.037,141.47199999999998,-15,-16,18
1757632639.1839178,-110.13699999999999,-112.68299999999999,149.949,-15,-16,19
1757632642.249844,-110.19300000000001,-112.40299999999999,158.248,-15,-16,20
1757632645.3248188,-112.12,-115.78600000000002,-176.88400000000001,-15,-15,-20
1757632648.399578,-111.697,-115.61699999999999,-168.528,-15,-15,-19
1757632651.4695868,-111.694,-115.52900000000002,-161.23499999999999,-15,-15,-18
1757632654.5405102,-112.104,-115.30999999999999,-152.98200000000003,-15,-15,-17
1757632657.6158006,-111.94999999999997,-115.122,-144.33,-15,-15,-16
1757632660.690288,-112.076,-114.627,-136.033,-15,-15,-15
1757632663.763752,-112.23700000000001,-114.72499999999998,-127.168,-15,-15,-14
1757632666.8356066,-111.949,-114.58899999999998,-118.56400000000001,-15,-15,-13
1757632669.9064126,-111.857,-114.228,-110.546,-15,-15,-12
1757632672.9660723,-111.82499999999997,-114.13899999999998,-102.09200000000001,-15,-15,-11
1757632676.040822,-111.701,-113.63600000000001,-93.513,-15,-15,-10
1757632679.1190255,-111.43699999999998,-113.21599999999998,-85.251,-15,-15,-9
1757632682.1905715,-111.35,-113.19000000000001,-76.407,-15,-15,-8
1757632685.24797,-111.256,-112.96400000000001,-67.922,-15,-15,-7
1757632688.3214066,-111.261,-112.429,-59.42199999999999,-15,-15,-6
1757632691.392725,-111.51700000000001,-112.554,-50.974,-15,-15,-5
1757632694.467721,-111.19300000000001,-112.12200000000003,-42.577999999999996,-15,-15,-4
1757632697.5411787,-111.106,-111.69900000000003,-33.711,-15,-15,-3
1757632700.6155543,-111.17800000000003,-111.498,-25.282,-15,-15,-2
1757632703.6849484,-110.643,-111.40299999999999,-17.711000000000002,-15,-15,-1
1757632706.7456617,-110.85800000000002,-111.078,-9.099999999999998,-15,-15,0
1757632709.8240578,-111.07300000000001,-110.751,-3.309,-15,-15,1
1757632712.8799853,-111.172,-110.867,4.667,-15,-15,2
1757632715.9515488,-111.069,-110.418,12.874,-15,-15,3
1757632718.9276433,-99.513,-110.50899999999999,20.044,-15,-15,4
1757632721.9913907,-110.81299999999999,-110.051,28.723999999999997,-15,-15,5
1757632725.0704253,-110.446,-109.585,36.653,-15,-15,6
1757632728.131517,-110.71100000000001,-109.20599999999999,46.385999999999996,-15,-15,7
1757632731.206329,-110.70500000000001,-109.3,55.163,-15,-15,8
1757632734.281401,-110.55,-109.18699999999998,63.86100000000001,-15,-15,9
1757632737.343068,-110.60799999999999,-108.73899999999999,72.082,-15,-15,10
1757632740.4206026,-110.405,-108.77400000000003,80.58200000000001,-15,-15,11
1757632743.4970255,-110.261,-108.58,89.557,-15,-15,12
1757632746.5572095,-110.27899999999997,-108.186,97.473,-15,-15,13
1757632749.6332188,-110.276,-107.874,105.799,-15,-15,14
1757632752.7101347,-110.106,-107.64200000000001,114.68799999999999,-15,-15,15
1757632755.7855217,-109.821,-107.31400000000001,122.745,-15,-15,16
1757632758.8443027,-110.00999999999999,-107.16400000000002,132.074,-15,-15,17
1757632761.9202802,-109.981,-106.646,140.61800000000002,-15,-15,18
1757632764.9930415,-110.30699999999999,-106.11600000000001,149.614,-15,-15,19
1757632768.0700984,-110.207,-105.874,158.43999999999997,-15,-15,20
1757632771.1456456,-111.819,-109.679,-178.017,-15,-14,-20
1757632774.2173998,-111.819,-109.52299999999998,-169.897,-15,-14,-19
1757632777.2906272,-111.724,-109.309,-161.58800000000002,-15,-14,-18
1757632780.3541718,-111.78099999999999,-108.97999999999999,-153.148,-15,-14,-17
1757632783.42348,-111.54400000000001,-108.58800000000001,-144.565,-15,-14,-16
1757632786.4967158,-111.577,-108.44800000000001,-136.20500000000004,-15,-14,-15
1757632789.5713444,-111.56199999999998,-108.14199999999998,-127.729,-15,-14,-14
1757632792.6445918,-111.703,-108.157,-119.37899999999999,-15,-14,-13
1757632795.7195244,-111.607,-107.65,-110.975,-15,-14,-12
1757632798.7807646,-111.39299999999999,-107.10499999999999,-102.11699999999999,-15,-14,-11
1757632801.8567142,-111.511,-107.181,-93.74,-15,-14,-10
1757632804.9321096,-111.247,-106.958,-85.12499999999999,-15,-14,-9
1757632807.992758,-111.088,-106.55,-76.87700000000001,-15,-14,-8
1757632811.0687299,-111.17699999999999,-106.19800000000002,-68.11600000000001,-15,-14,-7
1757632814.1417246,-111.18500000000002,-106.021,-59.998000000000005,-15,-14,-6
1757632817.2166474,-111.162,-105.88700000000001,-51.21900000000001,-15,-14,-5
1757632820.2763038,-111.245,-105.628,-43.012,-15,-14,-4
1757632823.3511732,-111.21799999999999,-105.09299999999999,-34.43900000000001,-15,-14,-3
1757632826.4277556,-111.179,-104.901,-25.594,-15,-14,-2
1757632829.4972749,-111.263,-104.918,-17.409,-15,-14,-1
1757632832.5563498,-110.897,-104.314,-9.187000000000001,-15,-14,0
1757632835.5363574,-99.48100000000001,-104.321,-1.119,-15,-14,1
1757632838.5953746,-110.899,-104.01500000000001,7.098000000000001,-15,-14,2
1757632841.6724849,-110.67,-103.54199999999999,15.877,-15,-14,3
1757632844.7481678,-110.73500000000001,-103.47200000000001,24.121,-15,-14,4
1757632847.8122005,-110.61499999999998,-103.33,32.321,-15,-14,5
1757632850.8732362,-110.46999999999998,-102.797,41.61,-15,-14,6
1757632853.950265,-110.521,-102.744,49.802,-15,-14,7
1757632857.0235257,-110.21900000000001,-102.425,58.238000000000014,-15,-14,8
1757632860.0853336,-110.01199999999999,-102.386,66.191,-15,-14,9
1757632863.1653435,-110.41199999999999,-102.22599999999998,74.83500000000001,-15,-14,10
1757632866.2285717,-110.021,-101.65,82.94800000000001,-15,-14,11
1757632869.3061116,-110.31800000000001,-101.37700000000001,91.45599999999999,-15,-14,12
1757632872.3800025,-110.412,-101.268,99.64399999999999,-15,-14,13
1757632875.455415,-110.101,-100.71099999999998,108.01799999999999,-15,-14,14
1757632878.5171778,-109.792,-100.78500000000001,116.87900000000002,-15,-14,15
1757632881.5917244,-109.974,-100.518,124.949,-15,-14,16
1757632884.6655514,-109.86499999999998,-100.08600000000001,133.538,-15,-14,17
1757632887.7405412,-109.89000000000001,-100.02799999999999,141.998,-15,-14,18
1757632890.799112,-109.78600000000002,-100.081,150.525,-15,-14,19
1757632893.8725781,-109.71099999999998,-99.59900000000002,159.267,-15,-14,20
1757632896.9444375,-111.458,-102.75700000000002,-179.35999999999999,-15,-13,-20
1757632900.0208116,-111.28,-102.718,-170.85700000000003,-15,-13,-19
1757632903.0962675,-111.15599999999999,-102.384,-162.359,-15,-13,-18
1757632906.1725972,-111.61200000000001,-101.993,-153.83700000000005,-15,-13,-17
1757632909.2329073,-111.45,-101.88900000000001,-145.991,-15,-13,-16
1757632912.3022752,-111.46,-101.38600000000001,-137.285,-15,-13,-15
1757632915.378011,-111.34100000000001,-101.162,-128.64000000000001,-15,-13,-14
1757632918.4523938,-111.21400000000001,-101.13199999999999,-120.168,-15,-13,-13
1757632921.5250418,-111.29299999999998,-100.639,-111.617,-15,-13,-12
1757632924.6006818,-111.13899999999998,-100.497,-103.34200000000001,-15,-13,-11
1757632927.661628,-111.19199999999998,-100.377,-94.21900000000001,-15,-13,-10
1757632930.638672,-99.82699999999998,-99.92099999999999,-85.96799999999999,-15,-13,-9
1757632933.7140596,-111.05700000000002,-99.774,-77.32000000000001,-15,-13,-8
1757632936.7716103,-111.00500000000002,-99.55999999999999,-68.879,-15,-13,-7
1757632939.8468757,-111.077,-99.506,-60.38100000000001,-15,-13,-6
1757632942.9105952,-111.146,-99.074,-52.49399999999999,-15,-13,-5
1757632945.9830103,-110.974,-98.986,-43.478,-15,-13,-4
1757632949.0594969,-110.857,-98.21100000000001,-34.713,-15,-13,-3
1757632952.1205525,-110.79199999999999,-98.214,-25.957,-15,-13,-2
1757632955.1924388,-110.655,-97.832,-17.93,-15,-13,-1
1757632958.2571902,-110.73599999999999,-97.53400000000002,-9.441,-15,-13,0
1757632961.3203197,-110.53699999999999,-97.31,-1.8669999999999998,-15,-13,1
1757632964.39678,-110.626,-97.068,6.045,-15,-13,2
1757632967.4604454,-110.85800000000002,-96.92800000000001,14.173000000000002,-15,-13,3
1757632970.5383549,-110.51299999999999,-97.033,22.147,-15,-13,4
1757632973.595524,-110.44700000000003,-96.934,29.939,-15,-13,5
1757632976.6719823,-110.48299999999999,-96.737,38.826,-15,-13,6
1757632979.7347014,-110.32300000000001,-96.519,46.547,-15,-13,7
1757632982.811192,-110.268,-96.16299999999998,54.60999999999999,-15,-13,8
1757632985.8742492,-110.23499999999999,-96.127,63.00099999999999,-15,-13,9
1757632988.953268,-110.14699999999998,-95.856,71.409,-15,-13,10
1757632992.0140347,-110.204,-95.53200000000001,80.04499999999999,-15,-13,11
1757632995.0930388,-110.43499999999999,-95.15200000000002,88.46199999999999,-15,-13,12
1757632998.1522377,-110.168,-94.338,97.012,-15,-13,13
1757633001.1328292,-98.736,-94.28099999999999,106.23299999999999,-15,-13,14
1757633004.190997,-110.11099999999999,-93.71300000000001,115.34200000000001,-15,-13,15
1757633007.264018,-109.76199999999999,-93.652,124.24000000000001,-15,-13,16
1757633010.3394856,-109.779,-93.708,132.752,-15,-13,17
1757633013.412644,-109.66299999999998,-93.53599999999997,141.3,-15,-13,18
1757633016.472443,-109.303,-93.23700000000001,149.60499999999996,-15,-13,19
1757633019.548853,-109.725,-92.763,158.09099999999998,-15,-13,20
1757633022.6213524,-111.21700000000001,-96.28799999999998,-179.022,-15,-12,-20
1757633025.695239,-111.51299999999999,-96.22200000000001,-170.433,-15,-12,-19
1757633028.7705317,-111.43299999999999,-95.758,-161.886,-15,-12,-18
1757633031.8282645,-111.404,-95.55900000000001,-153.61,-15,-12,-17
1757633034.9001553,-111.213,-95.167,-145.35999999999999,-15,-12,-16
1757633037.9744887,-111.33900000000001,-95.074,-136.951,-15,-12,-15
1757633041.048374,-111.28500000000001,-94.838,-128.36700000000002,-15,-12,-14
1757633044.1212234,-110.96200000000002,-94.554,-119.85100000000003,-15,-12,-13
1757633047.1784012,-111.02700000000002,-94.14399999999999,-111.532,-15,-12,-12
1757633050.2549758,-110.78600000000002,-94.09,-102.628,-15,-12,-11
1757633053.3311949,-110.86200000000001,-93.697,-94.072,-15,-12,-10
1757633056.3930023,-111.025,-93.44499999999998,-85.96900000000001,-15,-12,-9
1757633059.4683516,-110.89000000000001,-93.38300000000001,-77.612,-15,-12,-8
1757633062.5389442,-110.772,-92.97,-68.86799999999998,-15,-12,-7
1757633065.5967882,-111.023,-92.47399999999999,-60.568000000000005,-15,-12,-6
1757633068.576656,-98.49499999999999,-92.45200000000001,-51.42099999999999,-15,-12,-5
1757633071.6363132,-110.725,-92.039,-43.388,-15,-12,-4
1757633074.7100823,-110.81300000000002,-92.03500000000001,-34.952000000000005,-15,-12,-3
1757633077.7849803,-110.85200000000002,-91.655,-26.494,-15,-12,-2
1757633080.84425,-110.71400000000001,-91.425,-18.098000000000003,-15,-12,-1
1757633083.9192283,-110.441,-90.913,-9.382,-15,-12,0
1757633086.9751925,-110.63600000000001,-90.702,-1.0140000000000002,-15,-12,1
1757633089.9528115,-99.368,-90.71900000000001,6.901000000000001,-15,-12,2
1757633093.0150247,-110.383,-90.58199999999998,15.245000000000001,-15,-12,3
1757633096.0904713,-110.349,-90.003,23.849,-15,-12,4
1757633099.1490982,-110.33800000000001,-89.97800000000001,32.43900000000001,-15,-12,5
1757633102.2224681,-110.26200000000001,-89.775,41.175,-15,-12,6
1757633105.3024821,-109.976,-89.55800000000002,49.583000000000006,-15,-12,7
1757633108.3634865,-110.353,-89.263,58.05499999999999,-15,-12,8
1757633111.4413574,-110.25300000000001,-88.84100000000001,66.298,-15,-12,9
1757633114.5023766,-110.06199999999998,-88.56500000000001,75.35,-15,-12,10
1757633117.5753307,-110.01200000000001,-88.376,83.709,-15,-12,11
1757633120.6481562,-110.16900000000001,-87.903,91.412,-15,-12,12
1757633123.707842,-109.824,-87.595,100.08900000000001,-15,-12,13
1757633126.7887301,-109.681,-87.383,108.64299999999999,-15,-12,14
1757633129.8464255,-109.939,-87.388,116.598,-15,-12,15
1757633132.921458,-109.50600000000001,-87.025,125.23999999999998,-15,-12,16
1757633135.9970112,-109.58999999999999,-87.15700000000001,133.998,-15,-12,17
1757633139.0722432,-109.33400000000002,-86.728,142.98499999999999,-15,-12,18
1757633142.134,-109.523,-86.29400000000001,151.47500000000002,-15,-12,19
1757633145.2112029,-109.39500000000001,-86.242,160.068,-15,-12,20
