Time,Bx (µT),By (µT),Bz (µT),Vx,Vy,Vz
1757710745.7826915,-63.511999999999986,-0.19499999999999998,72.524,-9,2,10
1757710748.8429475,-63.291,-0.21100000000000002,81.388,-9,2,11
1757710751.920537,-63.21,0.28099999999999997,89.61500000000002,-9,2,12
1757710754.9831111,-63.06,0.39100000000000007,98.116,-9,2,13
1757710758.0466967,-63.038,0.6910000000000001,106.107,-9,2,14
1757710761.1231275,-62.983000000000004,0.7630000000000001,114.93700000000001,-9,2,15
1757710764.1832047,-63.11999999999999,1.284,124.11600000000001,-9,2,16
1757710767.2600164,-62.955999999999996,1.261,132.81,-9,2,17
1757710770.3219402,-63.330999999999996,1.734,141.41500000000002,-9,2,18
1757710773.3967981,-63.224000000000004,2.045,150.459,-9,2,19
1757710776.4547813,-63.214,2.0770000000000004,158.97600000000003,-9,2,20
1757710779.530876,-64.924,-1.183,-186.44299999999998,-9,3,-20
1757710782.5905006,-64.934,-1.451,-177.478,-9,3,-19
1757710785.6649573,-64.651,-1.008,-168.998,-9,3,-18
1757710788.726663,-64.68299999999999,-0.5680000000000001,-160.18599999999998,-9,3,-17
1757710791.7910779,-64.446,-0.7959999999999999,-151.708,-9,3,-16
1757710794.8695846,-64.708,0.059,-142.801,-9,3,-15
1757710797.9300628,-64.29999999999998,0.028000000000000008,-135.177,-9,3,-14
1757710801.0040383,-64.095,0.48200000000000004,-126.152,-9,3,-13
1757710804.0641236,-63.68900000000001,0.774,-116.86600000000001,-9,3,-12
1757710807.130147,-63.928999999999995,1.0340000000000003,-108.63500000000002,-9,3,-11
1757710810.2037985,-63.928999999999995,1.0430000000000001,-99.83200000000001,-9,3,-10
1757710813.2628245,-63.84400000000001,1.3889999999999998,-90.97999999999999,-9,3,-9
1757710816.3372912,-63.760000000000005,1.4579999999999997,-82.40899999999999,-9,3,-8
1757710819.3948095,-63.636999999999986,1.8079999999999998,-73.62100000000001,-9,3,-7
1757710822.471725,-63.54200000000001,2.12,-64.52000000000001,-9,3,-6
1757710825.5324216,-63.56999999999999,2.6979999999999995,-55.686,-9,3,-5
1757710828.5944617,-63.20899999999999,2.636,-47.027,-9,3,-4
1757710831.5595083,-56.95399999999999,3.1659999999999995,-38.257999999999996,-9,3,-3
1757710834.6367793,-63.76399999999999,3.243,-29.589999999999996,-9,3,-2
1757710837.7005632,-63.520999999999994,3.661,-20.997,-9,3,-1
1757710840.7612138,-63.57499999999999,3.8020000000000005,-12.459999999999999,-9,3,0
1757710843.8234491,-63.391,4.115,-3.071,-9,3,1
1757710846.8881352,-63.259,4.216,5.48,-9,3,2
1757710849.9654207,-63.175,4.409,14.126999999999999,-9,3,3
1757710853.0258796,-63.086,5.133000000000001,22.72,-9,3,4
1757710856.08799,-62.962,5.255,31.617,-9,3,5
1757710859.053948,-56.357000000000006,5.890000000000001,40.244,-9,3,6
1757710862.1277409,-63.19599999999999,5.6899999999999995,48.318999999999996,-9,3,7
1757710865.185929,-63.223,5.941000000000001,56.754,-9,3,8
1757710868.264779,-63.013999999999996,6.047,64.98400000000001,-9,3,9
1757710871.3137307,-63.049,6.4590000000000005,73.30199999999999,-9,3,10
1757710874.2923374,-53.620000000000005,6.931000000000002,82.015,-9,3,11
1757710877.3510716,-62.96,6.975,90.889,-9,3,12
1757710880.416672,-62.919,7.212000000000001,99.201,-9,3,13
1757710883.4916055,-63.097,7.7379999999999995,107.41900000000001,-9,3,14
1757710886.5526989,-62.96900000000001,7.779999999999999,116.23099999999997,-9,3,15
1757710889.629129,-62.861000000000004,8.268999999999998,125.2,-9,3,16
1757710892.6878765,-62.549,8.407,133.77100000000002,-9,3,17
1757710895.7490284,-62.855,8.485,142.954,-9,3,18
1757710898.71637,-56.193000000000005,8.635,151.507,-9,3,19
1757710901.6788995,-56.378,8.901999999999997,160.652,-9,3,20
1757710904.658746,-58.04699999999999,5.132,-186.292,-9,4,-20
1757710907.723724,-64.739,5.616999999999999,-177.94,-9,4,-19
1757710910.7864895,-64.797,5.817,-168.876,-9,4,-18
1757710913.8632028,-64.573,5.984,-160.522,-9,4,-17
1757710916.923558,-64.351,6.241,-152.13,-9,4,-16
1757710919.9910703,-64.56599999999999,6.480999999999999,-142.959,-9,4,-15
1757710922.9623554,-56.137,6.7,-134.957,-9,4,-14
1757710926.0295901,-64.28599999999999,7.322,-126.458,-9,4,-13
1757710929.0933802,-64.13000000000001,7.2299999999999995,-117.76699999999998,-9,4,-12
1757710932.1571486,-64.158,7.5600000000000005,-108.381,-9,4,-11
1757710935.2353384,-64.11100000000002,8.063,-99.679,-9,4,-10
1757710938.2997117,-64.027,8.265,-91.28800000000001,-9,4,-9
1757710941.3648927,-64.256,8.737,-82.48599999999999,-9,4,-8
1757710944.4256072,-63.874,9.105999999999998,-73.476,-9,4,-7
1757710947.4892576,-63.48299999999999,9.302999999999999,-65.011,-9,4,-6
1757710950.5652168,-63.919000000000004,9.628,-55.775,-9,4,-5
1757710953.6257415,-63.93800000000001,9.507000000000001,-47.12400000000001,-9,4,-4
1757710956.6978054,-64.014,10.370000000000001,-38.553,-9,4,-3
1757710959.758912,-63.72299999999999,10.427,-29.743000000000002,-9,4,-2
1757710962.7197647,-57.21299999999999,10.186,-20.668,-9,4,-1
1757710965.6862068,-56.97299999999999,10.533,-11.841,-9,4,0
1757710968.6515481,-56.575,10.954,-3.687,-9,4,1
1757710971.72599,-63.46200000000001,11.190000000000001,5.083,-9,4,2
1757710974.783499,-63.432,11.244,13.434999999999999,-9,4,3
1757710977.7646685,-53.298,11.812000000000001,21.692,-9,4,4
1757710980.8269148,-63.342,11.596,30.332000000000004,-9,4,5
1757710983.8967412,-63.76299999999999,11.755999999999998,38.839,-9,4,6
1757710986.9589827,-63.325,12.463,47.64500000000001,-9,4,7
1757710990.0335498,-62.964999999999996,12.305999999999997,55.747,-9,4,8
1757710993.0979583,-63.027,12.808000000000002,64.649,-9,4,9
1757710996.1576037,-62.86399999999999,13.083000000000002,73.337,-9,4,10
1757710999.1199565,-56.013,13.687000000000001,81.897,-9,4,11
1757711002.0985663,-55.854,14.206000000000003,90.408,-9,4,12
1757711005.160792,-62.343999999999994,14.040000000000001,99.25500000000002,-9,4,13
1757711008.2396853,-62.661,14.031,107.50699999999999,-9,4,14
1757711011.3004699,-62.512,14.268,116.13900000000001,-9,4,15
1757711014.37421,-62.647000000000006,14.795999999999998,124.576,-9,4,16
1757711017.4467487,-62.386,14.943000000000001,133.493,-9,4,17
1757711020.5089493,-62.26700000000001,15.032000000000002,142.66500000000002,-9,4,18
1757711023.5741484,-62.406000000000006,15.428999999999997,150.91499999999996,-9,4,19
1757711026.6465127,-62.50599999999999,15.528,160.53300000000002,-9,4,20
1757711029.7087777,-64.35900000000001,11.685999999999998,-186.16300000000004,-9,5,-20
1757711032.7871425,-64.16399999999999,11.94,-177.745,-9,5,-19
1757711035.8495142,-64.31500000000001,12.164,-169.062,-9,5,-18
1757711038.9238536,-64.017,12.386,-160.253,-9,5,-17
1757711041.9928281,-63.93499999999999,13.584999999999999,-151.51100000000002,-9,5,-16
1757711045.0685816,-64.136,13.367999999999999,-143.183,-9,5,-15
1757711048.1273985,-63.879999999999995,13.702000000000002,-134.15900000000002,-9,5,-14
1757711051.202715,-64.15299999999999,13.862000000000004,-125.95,-9,5,-13
1757711054.2674043,-64.333,13.719,-116.96099999999998,-9,5,-12
1757711057.344961,-64.14399999999999,14.299000000000001,-108.86000000000001,-9,5,-11
1757711060.4076517,-63.936,14.727,-99.912,-9,5,-10
1757711063.4683468,-63.702999999999996,14.824000000000002,-91.45600000000002,-9,5,-9
1757711066.5453923,-63.867,14.545000000000002,-82.59499999999998,-9,5,-8
1757711069.612488,-63.86400000000001,15.197,-73.57300000000001,-9,5,-7
1757711072.6681893,-64.03200000000001,15.501000000000005,-64.739,-9,5,-6
1757711075.7450323,-63.82399999999999,15.725999999999999,-55.989999999999995,-9,5,-5
1757711078.8040807,-64.023,15.858,-47.436,-9,5,-4
1757711081.8840494,-63.789,16.330000000000002,-38.821,-9,5,-3
1757711084.9422464,-63.777,16.455,-29.823,-9,5,-2
1757711088.0187662,-63.91300000000001,17.014000000000003,-21.41,-9,5,-1
1757711091.0794315,-63.525,17.164,-12.911000000000001,-9,5,0
1757711094.146121,-63.739999999999995,17.385,-4.419,-9,5,1
1757711097.2200546,-63.72600000000001,17.354000000000003,4.409,-9,5,2
1757711100.280709,-63.25199999999999,17.693,13.23,-9,5,3
1757711103.3546185,-63.239999999999995,17.894,21.372000000000003,-9,5,4
1757711106.417904,-63.05799999999999,17.892,30.040999999999997,-9,5,5
1757711109.4800146,-63.181000000000004,18.327999999999996,38.132,-9,5,6
1757711112.4439,-55.564,18.607,47.46999999999999,-9,5,7
1757711115.4087527,-56.33200000000001,18.917,55.82099999999999,-9,5,8
1757711118.3873448,-50.412,19.272,64.518,-9,5,9
1757711121.4500015,-62.928,19.785000000000004,72.65599999999998,-9,5,10
1757711124.5211415,-62.925,20.026000000000003,81.27699999999999,-9,5,11
1757711127.582019,-62.71900000000001,20.057000000000002,90.104,-9,5,12
1757711130.6609688,-62.69500000000001,20.318,98.143,-9,5,13
1757711133.7240617,-62.862,20.291000000000004,107.41599999999998,-9,5,14
1757711136.7863183,-62.85,20.654,115.92600000000002,-9,5,15
1757711139.864924,-63.023,20.916,124.76500000000001,-9,5,16
1757711142.9271119,-62.772000000000006,21.278000000000002,133.32600000000002,-9,5,17
1757711146.0005233,-62.74400000000001,21.451,142.15500000000003,-9,5,18
1757711149.0759914,-62.874,21.73,150.71699999999998,-9,5,19
1757711152.1376903,-62.742,21.95,159.667,-9,5,20
1757711155.2018967,-64.68100000000001,18.295,-187.3,-9,6,-20
1757711158.2783005,-64.265,18.516,-178.53,-9,6,-19
1757711161.3522944,-64.244,18.707,-170.137,-9,6,-18
1757711164.4102063,-64.13,19.260999999999996,-161.77100000000002,-9,6,-17
1757711167.4863942,-64.07899999999998,19.386,-153.11200000000002,-9,6,-16
1757711170.55267,-63.90200000000001,19.374,-144.24099999999999,-9,6,-15
1757711173.614813,-64.007,19.564,-135.344,-9,6,-14
1757711176.694844,-63.919,20.092,-126.69800000000001,-9,6,-13
1757711179.7545185,-63.910000000000004,20.307,-118.38499999999999,-9,6,-12
1757711182.8318655,-64.024,20.826,-108.86699999999999,-9,6,-11
1757711185.896134,-64.152,21.154000000000003,-100.35799999999999,-9,6,-10
1757711188.9709923,-63.774,21.35,-91.895,-9,6,-9
1757711192.032715,-64.09,21.596,-83.05199999999999,-9,6,-8
1757711195.0947576,-64.042,21.771000000000004,-73.766,-9,6,-7
1757711198.1708596,-63.684000000000005,22.050000000000004,-64.47599999999998,-9,6,-6
1757711201.234461,-63.54100000000001,22.191,-55.678999999999995,-9,6,-5
1757711204.296695,-63.797000000000004,22.802,-46.999,-9,6,-4
1757711207.3726156,-63.748000000000005,22.898,-38.76,-9,6,-3
1757711210.4358742,-63.288,23.054000000000002,-30.156000000000006,-9,6,-2
1757711213.5088038,-63.282,23.525,-21.165,-9,6,-1
1757711216.5688503,-62.967999999999996,23.818999999999996,-12.746,-9,6,0
1757711219.6461859,-63.217,23.684,-4.02,-9,6,1
1757711222.7080953,-63.281000000000006,24.41,4.014999999999999,-9,6,2
1757711225.7697344,-62.962,24.237999999999996,11.866000000000001,-9,6,3
1757711228.8462431,-62.80899999999999,24.439999999999998,20.731,-9,6,4
1757711231.9103975,-62.919000000000004,25.026999999999997,29.169999999999998,-9,6,5
1757711234.9852173,-62.69,25.316000000000003,38.309999999999995,-9,6,6
1757711238.0437756,-62.80099999999999,25.563000000000002,46.65100000000001,-9,6,7
1757711241.121257,-62.934000000000005,25.912999999999993,55.28099999999999,-9,6,8
1757711244.1804683,-62.779999999999994,26.032999999999998,63.861000000000004,-9,6,9
1757711247.2538142,-63.016,26.354000000000003,72.13399999999999,-9,6,10
1757711250.3130636,-63.14300000000001,26.517000000000003,80.416,-9,6,11
1757711253.3879108,-62.879,26.770000000000003,89.857,-9,6,12
1757711256.4460392,-62.783,27.095999999999997,98.56499999999998,-9,6,13
1757711259.5198908,-62.836,27.454999999999995,106.946,-9,6,14
1757711262.5933604,-62.48299999999999,27.995000000000005,115.668,-9,6,15
1757711265.6672192,-62.57899999999999,28.325,125.04799999999997,-9,6,16
1757711268.7300463,-62.727999999999994,28.262,133.288,-9,6,17
1757711271.793484,-62.602,28.964,141.663,-9,6,18
1757711274.8717415,-62.519999999999996,28.603,150.64399999999998,-9,6,19
1757711277.934437,-62.476,28.740000000000002,158.925,-9,6,20
1757711281.0105078,-64.76700000000001,24.872999999999998,-186.77400000000003,-9,7,-20
1757711284.074069,-64.496,25.178999999999995,-178.45999999999998,-9,7,-19
1757711287.1488237,-64.35900000000001,25.347999999999995,-169.797,-9,7,-18
1757711290.2106779,-64.191,25.778000000000002,-160.88400000000001,-9,7,-17
1757711293.2899795,-64.152,26.238999999999997,-152.314,-9,7,-16
1757711296.3528996,-63.98100000000001,26.340999999999998,-143.567,-9,7,-15
1757711299.4276478,-63.598,26.901999999999997,-134.924,-9,7,-14
1757711302.4869375,-64.09700000000001,26.839999999999996,-126.43500000000002,-9,7,-13
1757711305.55013,-63.75,27.22,-117.84,-9,7,-12
1757711308.6294627,-63.565999999999995,27.568999999999996,-109.239,-9,7,-11
1757711311.7047703,-63.758,27.749999999999993,-100.66900000000001,-9,7,-10
1757711314.7677312,-63.303,27.659999999999997,-91.69700000000002,-9,7,-9
1757711317.8304517,-63.321000000000005,27.857999999999997,-83.32199999999999,-9,7,-8
1757711320.9078808,-63.25,28.064999999999998,-73.88199999999999,-9,7,-7
1757711323.967521,-63.315999999999995,28.268,-65.55399999999999,-9,7,-6
1757711327.030048,-63.28499999999999,28.761000000000003,-56.45,-9,7,-5
1757711330.1100538,-63.675,29.087,-47.335,-9,7,-4
1757711333.1709607,-63.633,29.57,-38.707,-9,7,-3
1757711336.2471945,-63.294,29.739000000000004,-30.012999999999998,-9,7,-2
1757711339.3054285,-63.11899999999999,30.028999999999996,-21.240000000000002,-9,7,-1
1757711342.3701947,-62.943000000000005,30.314,-12.774000000000001,-9,7,0
1757711345.445683,-62.898,30.5,-5.289,-9,7,1
1757711348.5067763,-63.03699999999999,30.701999999999998,2.631,-9,7,2
1757711351.5694747,-62.73,31.036,11.466000000000001,-9,7,3
1757711354.646528,-62.70000000000001,31.236,20.563,-9,7,4
1757711357.7050488,-62.581,31.867,28.881999999999998,-9,7,5
1757711360.7848275,-62.278,32.040000000000006,37.105,-9,7,6
1757711363.8426251,-62.093999999999994,32.17699999999999,45.696999999999996,-9,7,7
1757711366.9226184,-62.21900000000001,32.638,54.998000000000005,-9,7,8
1757711369.9802768,-62.102999999999994,33.033,64.023,-9,7,9
1757711373.0419385,-62.193000000000005,33.31,72.944,-9,7,10
1757711376.1199331,-62.07099999999999,33.323,81.449,-9,7,11
1757711379.1805356,-61.97299999999999,33.834999999999994,90.38700000000001,-9,7,12
1757711382.2580311,-61.773,34.144999999999996,98.65599999999999,-9,7,13
1757711385.3212843,-61.964999999999996,33.941,107.374,-9,7,14
1757711388.3972828,-61.616,34.158,115.86100000000002,-9,7,15
1757711391.4620032,-61.77300000000001,34.405,124.69500000000001,-9,7,16
1757711394.5221853,-61.765,34.50699999999999,133.464,-9,7,17
1757711397.6006324,-62.124,34.8,141.714,-9,7,18
1757711400.6628895,-61.77399999999999,35.309999999999995,150.69000000000003,-9,7,19
1757711403.736292,-61.720000000000006,35.849000000000004,159.031,-9,7,20
1757711406.813704,-63.58600000000001,32.229,-187.20999999999998,-9,8,-20
1757711409.8743634,-63.77,32.4,-178.936,-9,8,-19
1757711412.938075,-63.82900000000001,32.317,-170.473,-9,8,-18
1757711416.0176523,-63.398,32.592,-161.13600000000002,-9,8,-17
1757711419.0792694,-63.690999999999995,33.248000000000005,-152.239,-9,8,-16
1757711422.1434283,-63.28399999999999,33.227,-143.76999999999998,-9,8,-15
1757711425.1241612,-56.751999999999995,33.545,-135.314,-9,8,-14
1757711428.1843169,-63.398,33.409000000000006,-127.16099999999999,-9,8,-13
1757711431.2627466,-63.50600000000001,34.230000000000004,-118.205,-9,8,-12
1757711434.3337908,-63.400999999999996,34.304,-109.569,-9,8,-11
1757711437.3973792,-63.160000000000004,34.34799999999999,-100.81299999999999,-9,8,-10
1757711440.4574647,-63.247,34.49,-92.107,-9,8,-9
1757711443.5354922,-63.071000000000005,34.99400000000001,-83.40799999999999,-9,8,-8
1757711446.595358,-62.669999999999995,35.295,-74.223,-9,8,-7
1757711449.660395,-62.883,35.541999999999994,-65.035,-9,8,-6
1757711452.7368362,-63.121,35.733,-56.687,-9,8,-5
1757711455.7990627,-62.88099999999999,36.225,-48.199,-9,8,-4
1757711458.8759308,-63.041,36.385,-39.101000000000006,-9,8,-3
1757711461.9341917,-62.92399999999999,36.57299999999999,-30.389999999999997,-9,8,-2
1757711465.0095923,-62.84400000000001,36.685,-21.35,-9,8,-1
1757711468.0697222,-62.852,37.14699999999999,-12.870000000000001,-9,8,0
1757711471.1472456,-62.735000000000014,37.126999999999995,-4.678,-9,8,1
1757711474.2088082,-62.70400000000001,37.402,4.037,-9,8,2
1757711477.2690701,-62.553999999999995,37.67,12.165,-9,8,3
1757711480.3458061,-62.263,38.115,20.612000000000002,-9,8,4
1757711483.4018626,-62.657999999999994,38.348,29.072999999999997,-9,8,5
1757711486.3803077,-46.626,38.739,38.189,-9,8,6
1757711489.4375641,-62.349000000000004,38.562,47.147000000000006,-9,8,7
1757711492.5006247,-62.63800000000001,38.985,55.499,-9,8,8
1757711495.4662645,-52.948,39.13,63.939,-9,8,9
1757711498.445848,-62.53899999999999,39.397000000000006,72.446,-9,8,10
1757711501.5060303,-62.63099999999999,39.812,81.273,-9,8,11
1757711504.5672023,-62.28499999999999,40.101,90.09200000000001,-9,8,12
1757711507.5477078,-55.593999999999994,40.221999999999994,98.612,-9,8,13
1757711510.6106715,-62.141999999999996,40.34499999999999,107.35,-9,8,14
1757711513.6747935,-62.306,40.635,116.44000000000001,-9,8,15
1757711516.74882,-62.043000000000006,41.164,124.96199999999999,-9,8,16
1757711519.8125405,-62.092,41.319,133.923,-9,8,17
1757711522.7902083,-55.456,41.400999999999996,142.46999999999997,-9,8,18
1757711525.8546703,-61.721999999999994,41.523,151.25400000000002,-9,8,19
1757711528.9162972,-61.801999999999985,41.733999999999995,159.756,-9,8,20
1757711531.9930186,-63.89,38.25500000000001,-187.894,-9,9,-20
1757711535.053644,-63.705999999999996,38.77900000000001,-179.66799999999998,-9,9,-19
1757711538.0344715,-56.614,38.949,-171.23200000000003,-9,9,-18
1757711541.0949368,-63.791999999999994,39.534,-162.009,-9,9,-17
1757711544.1713626,-63.30699999999998,39.583999999999996,-152.537,-9,9,-16
1757711547.234119,-63.346999999999994,40.024,-143.943,-9,9,-15
1757711550.309572,-63.29599999999999,40.148,-135.734,-9,9,-14
1757711553.370223,-63.17100000000001,40.311,-127.441,-9,9,-13
1757711556.449447,-63.166999999999994,40.288,-119.16100000000002,-9,9,-12
1757711559.5097206,-63.088,41.041000000000004,-109.98600000000002,-9,9,-11
1757711562.5826468,-63.186,41.08500000000001,-100.98499999999999,-9,9,-10
1757711565.64541,-62.947,41.425,-92.347,-9,9,-9
1757711568.7092443,-62.686,41.223,-83.36,-9,9,-8
1757711571.68678,-56.416,42.023,-74.134,-9,9,-7
1757711574.7443616,-62.774000000000015,42.13000000000001,-65.673,-9,9,-6
1757711577.8213851,-62.747,42.939,-56.51699999999998,-9,9,-5
1757711580.8789413,-62.662,43.243,-47.69100000000001,-9,9,-4
1757711583.8545864,-56.660000000000004,43.553000000000004,-38.98,-9,9,-3
1757711586.9156446,-62.718999999999994,43.749,-30.491000000000003,-9,9,-2
1757711589.99321,-62.73900000000001,43.92700000000001,-21.577,-9,9,-1
1757711593.0547903,-62.894000000000005,44.199,-13.091,-9,9,0
1757711596.1272635,-62.751999999999995,44.424,-4.822,-9,9,1
1757711599.1906378,-62.77900000000001,44.488000000000014,3.8009999999999997,-9,9,2
1757711602.2520268,-62.77299999999999,44.997,11.683000000000002,-9,9,3
1757711605.3140829,-62.62600000000001,45.14999999999999,19.916999999999998,-9,9,4
1757711608.2928228,-54.696000000000005,45.650999999999996,28.965000000000003,-9,9,5
1757711611.3509426,-62.759,45.547000000000004,37.24399999999999,-9,9,6
1757711614.427431,-62.40400000000001,45.724999999999994,45.581,-9,9,7
1757711617.487998,-62.86,45.896,55.522000000000006,-9,9,8
1757711620.5506756,-62.76700000000001,46.32600000000001,63.70000000000001,-9,9,9
1757711623.5170724,-48.592000000000006,46.57000000000001,72.40899999999999,-9,9,10
1757711626.48026,-53.64300000000001,46.694,80.924,-9,9,11
1757711629.4582174,-52.968,47.129,89.65299999999999,-9,9,12
1757711632.524522,-62.20899999999999,47.176,98.19800000000001,-9,9,13
1757711635.5877063,-62.150999999999996,47.489999999999995,107.369,-9,9,14
1757711638.6633177,-61.98599999999999,47.86,115.94300000000003,-9,9,15
1757711641.7228067,-62.182000000000016,47.888999999999996,125.23799999999999,-9,9,16
1757711644.8022997,-61.931000000000004,48.094,134.408,-9,9,17
1757711647.8632438,-61.69100000000001,48.448,143.37,-9,9,18
1757711650.9419003,-61.48899999999999,48.453,152.81900000000002,-9,9,19
1757711654.002818,-61.740999999999985,48.796,161.561,-9,9,20
1757711657.0821068,-63.378,45.347,-187.499,-9,10,-20
1757711660.1432047,-63.76300000000001,45.79400000000001,-178.99,-9,10,-19
1757711663.2212255,-63.7,45.757,-170.346,-9,10,-18
1757711666.278735,-63.620000000000005,46.251,-161.71800000000002,-9,10,-17
1757711669.3537693,-63.261999999999986,46.17,-152.93300000000002,-9,10,-16
1757711672.4174628,-63.458000000000006,46.60000000000001,-144.56400000000002,-9,10,-15
1757711675.4929004,-63.0,46.86299999999999,-135.79899999999998,-9,10,-14
1757711678.5551178,-63.137,46.998000000000005,-127.58699999999999,-9,10,-13
1757711681.6319447,-63.568,47.41499999999999,-119.0,-9,10,-12
1757711684.6896098,-63.361000000000004,47.559000000000005,-109.846,-9,10,-11
1757711687.6642609,-56.512,48.004,-100.842,-9,10,-10
1757711690.7380915,-63.201,48.053,-91.888,-9,10,-9
1757711693.796324,-63.016000000000005,48.27499999999999,-82.88300000000001,-9,10,-8
1757711696.871632,-62.952,48.378,-73.97,-9,10,-7
1757711699.9343767,-62.85799999999999,48.762,-64.977,-9,10,-6
1757711703.005771,-62.654999999999994,49.24400000000001,-56.160000000000004,-9,10,-5
1757711706.0699768,-62.943000000000005,49.403,-48.017,-9,10,-4
1757711709.1448936,-62.782,49.709,-38.96900000000001,-9,10,-3
1757711712.2076466,-62.705999999999996,50.297999999999995,-30.033000000000005,-9,10,-2
1757711715.2836294,-62.787,50.461,-21.136,-9,10,-1
1757711718.3451352,-62.487,50.27199999999999,-13.09,-9,10,0
1757711721.4098914,-62.56999999999999,50.702999999999996,-4.762,-9,10,1
1757711724.4721029,-62.339999999999996,51.41799999999999,3.627,-9,10,2
1757711727.5439246,-62.254,51.842,12.338,-9,10,3
1757711730.605964,-62.403,51.99899999999999,21.005999999999997,-9,10,4
1757711733.68118,-62.27,52.047000000000004,29.268,-9,10,5
1757711736.7401597,-62.43199999999998,52.172000000000004,38.164,-9,10,6
1757711739.7187347,-55.965999999999994,52.580999999999996,46.604,-9,10,7
1757711742.7769437,-62.32000000000001,52.708000000000006,54.995000000000005,-9,10,8
1757711745.8559186,-61.788,52.87600000000001,63.895,-9,10,9
1757711748.9171817,-62.03499999999999,53.18000000000001,72.349,-9,10,10
1757711751.992332,-61.995000000000005,53.063,80.638,-9,10,11
1757711755.0496585,-61.769999999999996,53.521,89.497,-9,10,12
1757711758.1271713,-61.601,53.761,97.93800000000002,-9,10,13
1757711761.1853588,-61.67999999999999,54.163,106.602,-9,10,14
1757711764.2606432,-62.084,54.397000000000006,115.107,-9,10,15
1757711767.3344843,-61.86200000000001,54.64399999999999,124.4,-9,10,16
1757711770.398289,-61.557,55.147000000000006,133.02100000000002,-9,10,17
1757711773.4584155,-61.722,54.979,141.79399999999998,-9,10,18
1757711776.536034,-61.622,55.27299999999999,150.91699999999997,-9,10,19
1757711779.5970266,-61.336,55.815999999999995,159.59700000000004,-9,10,20
1757711782.6728113,-63.273,52.242,-189.049,-9,11,-20
1757711785.7356424,-63.387,52.35999999999999,-179.752,-9,11,-19
1757711788.815605,-63.28699999999999,52.395999999999994,-171.837,-9,11,-18
1757711791.8763342,-63.097,52.581,-162.96999999999997,-9,11,-17
1757711794.9489403,-63.295,52.963,-154.497,-9,11,-16
1757711798.0094469,-63.11900000000001,53.15599999999999,-145.35500000000002,-9,11,-15
1757711801.0864575,-63.09899999999999,53.25699999999999,-136.80700000000002,-9,11,-14
1757711804.163758,-62.822,53.952999999999996,-127.90000000000002,-9,11,-13
1757711807.2285476,-62.807,54.049,-119.13400000000001,-9,11,-12
1757711810.2945988,-62.565999999999995,54.55,-110.725,-9,11,-11
1757711813.3718302,-62.803999999999995,54.79999999999999,-101.695,-9,11,-10
1757711816.4303653,-62.699,55.284000000000006,-93.05499999999999,-9,11,-9
1757711819.4926682,-62.86999999999999,55.30499999999999,-83.90099999999998,-9,11,-8
1757711822.570998,-62.495000000000005,55.75599999999999,-74.952,-9,11,-7
1757711825.6328495,-62.321000000000005,55.745000000000005,-66.649,-9,11,-6
1757711828.7083142,-62.556000000000004,56.166,-57.773,-9,11,-5
1757711831.7663133,-62.28099999999999,56.114,-49.182,-9,11,-4
1757711834.8412635,-62.19100000000001,56.477,-40.128,-9,11,-3
1757711837.899377,-62.19199999999999,56.717999999999996,-30.463,-9,11,-2
1757711840.9773293,-62.363,57.114999999999995,-21.818999999999996,-9,11,-1
1757711844.037914,-62.30499999999999,57.278,-12.953999999999999,-9,11,0
1757711847.1093302,-62.20700000000001,57.774,-5.137,-9,11,1
1757711850.1699517,-62.266,57.714999999999996,2.657,-9,11,2
1757711853.1352963,-56.008,58.306999999999995,11.745,-9,11,3
1757711856.1117847,-55.153,58.086,20.148000000000003,-9,11,4
1757711859.180206,-62.431999999999995,58.666999999999994,28.383,-9,11,5
1757711862.2434335,-62.227,59.05799999999999,36.428999999999995,-9,11,6
1757711865.307691,-62.260000000000005,59.294000000000004,45.481,-9,11,7
1757711868.385579,-62.664,59.388,54.102999999999994,-9,11,8
1757711871.448785,-62.38100000000001,59.43299999999999,62.383,-9,11,9
1757711874.5121527,-62.451,59.861000000000004,71.104,-9,11,10
1757711877.5732749,-62.40600000000002,60.32900000000001,79.466,-9,11,11
1757711880.647341,-62.05100000000001,60.44000000000001,88.738,-9,11,12
1757711883.7180955,-61.936,60.479,97.509,-9,11,13
1757711886.784829,-62.01099999999999,60.811,106.122,-9,11,14
1757711889.846981,-61.602999999999994,60.996,114.602,-9,11,15
1757711892.9212797,-61.51000000000001,61.07700000000001,123.184,-9,11,16
1757711895.999296,-61.407999999999994,61.447,132.288,-9,11,17
1757711899.0584779,-61.295,61.94799999999998,140.37099999999998,-9,11,18
1757711902.1324358,-61.395,61.848,149.03,-9,11,19
1757711905.1970747,-61.620000000000005,62.224000000000004,157.69,-9,11,20
1757711908.2613041,-63.516,58.69199999999999,-190.272,-9,12,-20
1757711911.3403647,-63.367999999999995,59.032999999999994,-181.178,-9,12,-19
1757711914.3994658,-63.04299999999999,59.163,-172.423,-9,12,-18
1757711917.4780006,-63.26700000000001,59.431000000000004,-163.32700000000003,-9,12,-17
1757711920.5406337,-63.301,59.664,-154.67199999999997,-9,12,-16
1757711923.616165,-63.085,59.676,-145.99,-9,12,-15
1757711926.6772695,-63.323,60.086,-137.341,-9,12,-14
1757711929.754849,-63.221000000000004,60.32700000000001,-128.861,-9,12,-13
