TestSat.UTCModJulian      TestSat.A1ModJulian       TestSat.Earth.Latitude    TestSat.Earth.Longitude   TestSat.Earth.Altitude    
30910.25627995705         30910.25670859572         43.55170836866196         -144.9663522688416        420.5092069584025         
30910.25691124996         30910.25733988863         41.64331703670650         -141.1725903485983        420.0477420381749         
30910.25762480917         30910.25805344785         39.32700380452239         -137.1698658819754        419.5037677756036         
30910.25842115586         30910.25884979454         36.56985345131567         -133.0318840892601        418.8841646271203         
30910.25924224105         30910.25967087973         33.56611258463344         -129.0908762626949        418.2509049988339         
30910.26007924390         30910.26050788257         30.36373290757008         -125.3708889968820        417.6329531400979         
30910.26101657028         30910.26144520896         26.63925883493315         -121.5091089684274        417.0012747876608         
30910.26199497034         30910.26242360901         22.62609498255812         -117.7626298511851        416.4411610869429         
30910.26304658316         30910.26347522184         18.20110280729845         -113.9950426756865        415.9873307741309         
30910.26385569440         30910.26428433308         14.73596744459185         -111.2396193475268        415.7633814598958         
30910.26470602647         30910.26513466515         11.05171191606108         -108.4461183505860        415.6606148546161         
30910.26574175624         30910.26617039492         6.522632513330469         -105.1446664659669        415.7344846063907         
30910.26679297663         30910.26722161530         1.898742011692895         -101.8610064195749        416.0444815826140         
30910.26785406589         30910.26828270456         -2.775937817116386        -98.56658437569406        416.6007483214808         
30910.26891113910         30910.26933977777         -7.420276793078061        -95.25656068694995        417.3911379796909         
30910.26996945638         30910.27039809505         -12.03687522978038        -91.86537150780894        418.4016713971059         
30910.27080013885         30910.27122877752         -15.62299742395549        -89.11582649951761        419.3315743912954         
30910.27183437653         30910.27226301521         -20.02272680988048        -85.54043452309335        420.6303313677154         
30910.27288824198         30910.27331688065         -24.40694040398263        -81.66832747632637        422.0774907964769         
30910.27395142970         30910.27438006837         -28.69691310633341        -77.45994136031049        423.6176031904988         
30910.27501290346         30910.27544154213         -32.80820755222636        -72.87896173705543        425.1845590573348         
30910.27607411072         30910.27650274940         -36.70005431775395        -67.83573747146349        426.7273049882870         
30910.27713271662         30910.27756135529         -40.30788956373712        -62.25491537854555        428.1897541611406         
30910.27774458329         30910.27817322197         -42.24180452536753        -58.74516152460126        428.9802275365873         
30910.27866089022         30910.27908952890         -44.89094153096770        -53.06302114152511        430.0646558124463         
30910.27961372890         30910.28004236758         -47.27745885010168        -46.58526127219201        431.0391322950572         
30910.28060430885         30910.28103294752         -49.28882498306694        -39.23955061813462        431.8575063499702         
30910.28165470696         30910.28208334564         -50.81639041172014        -30.84459713467161        432.4811903594627         
30910.28271368940         30910.28314232808         -51.65106586887511        -21.92597044055795        432.8346345561094         
30910.28377656270         30910.28420520137         -51.72971649353658        -12.78628549686618        432.8994675558206         
30910.28468902774         30910.28511766642         -51.18585455393924        -5.029037926530816        432.7219514357521         
30910.28573862927         30910.28616726795         -49.89332209006333        3.539990994032681         432.2584243788269         
